suite,episode_index,decision_index,packet_count,max_tree_depth,mean_queue,slack_band,load_band,gap_bucket,hard_condition_count,oracle_action_gap,oracle_action_gap_ratio,predicted_next_hop,target_next_hop,predicted_continuation_gap,strictly_suboptimal
a1_multiheavy_ood_deeper_packets6_round7_eval,10,378,6,4,2.532585620880127,loose,mid_load,medium_gap,2,5.852163314819336,0.9506060920578316,46,46,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,10,379,6,4,2.532585620880127,loose,mid_load,large_gap,2,6.91046667098999,2.0775729253621664,59,59,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,10,386,6,4,2.532585620880127,loose,mid_load,medium_gap,2,4.812885284423828,0.2791884019230107,4,4,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,10,387,6,4,2.532585620880127,loose,mid_load,large_gap,2,9.326480865478516,0.8112032455017918,7,7,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,10,388,6,4,2.532585620880127,loose,mid_load,medium_gap,2,5.267912864685059,0.7248714797592514,13,13,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,10,389,6,4,2.532585620880127,loose,mid_load,large_gap,2,9.17156147956848,2.8839035233216945,25,25,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,393,6,4,3.1433513164520264,loose,high_load,large_gap,3,6.750179290771484,0.2936517472049865,34,34,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,395,6,4,3.1433513164520264,loose,high_load,medium_gap,3,6.300360679626465,0.3945284084458754,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,396,6,4,3.1433513164520264,loose,high_load,medium_gap,3,5.286014556884766,0.4202072930094785,4,4,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,397,6,4,3.1433513164520264,loose,high_load,medium_gap,3,6.46835994720459,0.6889836938242581,6,6,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,398,6,4,3.1433513164520264,loose,high_load,large_gap,3,7.303110122680664,1.160955201778242,10,10,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,399,6,4,3.1433513164520264,loose,high_load,medium_gap,3,5.984766006469727,1.704194630963612,18,18,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,402,6,4,3.1433513164520264,loose,high_load,large_gap,3,8.701349258422852,0.343383610562245,69,69,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,403,6,4,3.1433513164520264,loose,high_load,large_gap,3,6.950773239135742,0.3083229958493824,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,405,6,4,3.1433513164520264,loose,high_load,medium_gap,3,5.90142822265625,0.3777812860994394,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,406,6,4,3.1433513164520264,loose,high_load,medium_gap,3,5.682120323181152,0.4947430794625906,5,5,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,407,6,4,3.1433513164520264,loose,high_load,large_gap,3,7.784397125244141,0.8812878358462759,9,9,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,408,6,4,3.1433513164520264,loose,high_load,medium_gap,3,5.677529335021973,0.9048545038060964,17,17,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,409,6,4,3.1433513164520264,loose,high_load,large_gap,3,6.842330455780029,2.15884213277142,32,32,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,416,6,4,3.1433513164520264,loose,high_load,medium_gap,3,5.854275703430176,0.3997654411861911,69,69,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,417,6,4,3.1433513164520264,loose,high_load,large_gap,3,6.8030548095703125,0.6506329367920561,73,73,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,418,6,4,3.1433513164520264,loose,high_load,large_gap,3,8.023887634277344,1.152394281238983,81,81,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,419,6,4,3.1433513164520264,loose,high_load,large_gap,3,9.073110580444336,2.566656450953245,97,97,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,425,6,4,3.1433513164520264,loose,high_load,medium_gap,3,5.497552871704102,0.3019217691564126,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,426,6,4,3.1433513164520264,loose,high_load,medium_gap,3,6.091682434082031,0.4645557943291482,5,5,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,427,6,4,3.1433513164520264,loose,high_load,large_gap,3,7.574832916259766,0.8083910441356855,8,8,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,428,6,4,3.1433513164520264,loose,high_load,medium_gap,3,5.943569183349609,1.003016799282985,15,15,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,429,6,4,3.1433513164520264,loose,high_load,large_gap,3,6.556899070739746,2.427103653607328,28,28,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,432,6,4,3.1433513164520264,loose,high_load,large_gap,3,9.314119338989258,0.3080025534421168,4,4,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,433,6,4,3.1433513164520264,loose,high_load,large_gap,3,7.434412002563477,0.2853001758819183,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,435,6,4,3.1433513164520264,loose,high_load,large_gap,3,6.853623390197754,0.4960491295743446,34,34,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,437,6,4,3.1433513164520264,loose,high_load,medium_gap,3,6.378355026245117,0.8005777689891221,39,39,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,438,6,4,3.1433513164520264,loose,high_load,medium_gap,3,6.246689319610596,1.3839576884894906,44,44,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,443,6,4,3.1433513164520264,loose,high_load,large_gap,3,6.992794036865234,0.2646956089805837,98,98,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,446,6,4,3.1433513164520264,loose,high_load,medium_gap,3,6.186598777770996,0.5170839011626642,68,68,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,447,6,4,3.1433513164520264,loose,high_load,large_gap,3,7.751791000366211,0.8791664278119866,71,71,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,448,6,4,3.1433513164520264,loose,high_load,large_gap,3,6.96653938293457,1.1175139208384308,76,76,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,11,449,6,4,3.1433513164520264,loose,high_load,large_gap,3,6.659923553466797,2.1655058898826987,87,87,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,522,6,4,2.6847290992736816,loose,mid_load,large_gap,2,7.876523971557617,0.342791098549825,101,101,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,523,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,6.378744125366211,0.3199050892789243,98,98,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,525,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,4.6228532791137695,0.3135191292788529,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,526,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,5.353598594665527,0.4447541259343164,5,5,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,527,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,5.924210548400879,0.6839579327420657,8,8,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,528,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,6.202624320983887,0.9700735334586112,14,14,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,529,6,4,2.6847290992736816,loose,mid_load,large_gap,2,6.949776649475098,2.138396580147224,27,27,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,531,6,4,2.6847290992736816,loose,mid_load,large_gap,2,7.551462173461914,0.2969485442276691,105,105,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,532,6,4,2.6847290992736816,loose,mid_load,large_gap,2,7.248163223266602,0.3155875174294083,101,101,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,533,6,4,2.6847290992736816,loose,mid_load,large_gap,2,8.29940414428711,0.4117130217142745,98,98,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,537,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,5.815931797027588,0.9152376130615766,39,39,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,539,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,5.30044150352478,2.340293052670761,57,57,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,543,6,4,2.6847290992736816,loose,mid_load,large_gap,2,8.160158157348633,0.3519056308217418,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,547,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,6.394471645355225,0.997584553461152,38,38,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,548,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,5.605940103530884,1.4656872776778165,43,43,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,549,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,4.680621027946472,2.451162804054343,52,52,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,556,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,5.001131057739258,0.3082211852965533,68,68,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,557,6,4,2.6847290992736816,loose,mid_load,large_gap,2,7.6483869552612305,0.633106783432162,71,71,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,558,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,5.900209426879883,0.7368495521426017,76,76,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,559,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,6.240299224853516,1.6093624680294485,87,87,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,566,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,5.063884735107422,0.3194555043371224,68,68,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,567,6,4,2.6847290992736816,loose,mid_load,large_gap,2,7.648345947265625,0.6976006157076071,71,71,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,568,6,4,2.6847290992736816,loose,mid_load,large_gap,2,9.81152629852295,1.649982510857141,77,77,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,569,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,6.129506587982178,1.913709459029936,88,88,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,577,6,4,2.6847290992736816,loose,mid_load,large_gap,2,7.760716438293457,0.5182556826645511,71,71,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,578,6,4,2.6847290992736816,loose,mid_load,large_gap,2,7.0761003494262695,0.7766314582135956,76,76,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,15,579,6,4,2.6847290992736816,loose,mid_load,medium_gap,2,6.246160507202148,1.43050930972672,87,87,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,722,6,4,2.4334537982940674,loose,mid_load,large_gap,2,7.124387741088867,0.3020882102869757,4,4,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,723,6,4,2.4334537982940674,loose,mid_load,large_gap,2,6.70020866394043,0.3167912276281305,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,725,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,6.066226005554199,0.4621018521780918,34,34,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,727,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,5.631452083587647,0.7768349353593029,39,39,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,728,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,4.934259414672852,1.091493832700138,44,44,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,729,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,6.289483308792114,2.796958652625329,54,54,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,733,6,4,2.4334537982940674,loose,mid_load,large_gap,2,6.82942008972168,0.264552898233392,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,736,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,5.301536560058594,0.3993725060160224,101,101,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,737,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,5.567804336547852,0.535242970259614,105,105,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,738,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,6.075179100036621,0.8523156117651183,112,112,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,739,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,6.037141561508179,1.7011624208047291,126,126,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,742,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,5.437479019165039,0.275456810326269,68,68,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,743,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,4.974773406982422,0.2745900595184077,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,745,6,4,2.4334537982940674,loose,mid_load,large_gap,2,6.624394416809082,0.4977375601276886,34,34,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,747,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,4.603362560272217,0.7967240725202498,40,40,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,749,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,4.81563663482666,3.074238352113692,61,61,0.0,False
