suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,predicted_cost_to_go,predicted_slack,predicted_on_time,predicted_continuation_gap,strictly_suboptimal,target_match,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_feasible_case,large_gap_hard_feasible_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,max_tree_depth_episode,hub_asymmetry_episode,mean_queue_episode,p90_queue_episode,max_queue_episode,deadline_miss_episode,regret_episode,solved_episode,hard_condition_count
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,10,4,2.0,19.6086097878463,5,13.597370147705078,0.6934387646457693,0.8,True,7,13,13,6.011239528656006,9.064454078674316,3.0532145500183105,0.5079176325387501,6.011239528656006,13.597370147705078,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,11,4,2.0,19.6086097878463,3,15.438838005065918,0.787349953520679,1.0,True,5,16,16,4.169771671295166,9.996350288391112,5.826578617095947,1.397337570593203,4.169771671295166,15.438838005065918,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,medium_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,12,4,2.0,19.6086097878463,3,17.354612350463867,0.8850506251198137,1.0,True,4,23,23,2.2539966106414795,8.034528732299805,5.780532121658325,2.5645700150423947,2.2539966106414795,17.354612350463867,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,medium_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,13,4,2.0,26.69458878997336,1,0.4169892072677612,0.0156207391149019,1.0,True,9,46,46,26.2775993347168,26.2775993347168,0.0,0.0,26.2775993347168,0.4169892072677612,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,critical,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,1
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,14,4,2.0,26.69458878997336,3,3.6035444736480713,0.1349915708385657,0.3333333333333333,True,10,44,44,23.09104347229004,23.09104347229004,0.0,0.0,23.09104347229004,3.6035444736480713,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,moderate,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,15,4,2.0,26.69458878997336,3,7.155081272125244,0.2680348938288472,0.3333333333333333,True,9,42,42,19.539506912231445,19.539506912231445,0.0,0.0,19.539506912231445,7.155081272125244,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,16,4,2.0,26.69458878997336,5,9.5588960647583,0.3580836603240233,1.0,True,8,1,1,17.135692596435547,19.506261825561523,2.370569229125977,0.138341022155071,17.135692596435547,9.5588960647583,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,17,4,2.0,26.69458878997336,5,15.305594444274902,0.5733594386748437,1.0,True,7,26,26,11.388994216918944,18.04517364501953,6.656179428100586,0.5844396178735857,11.388994216918944,15.305594444274902,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,large_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,18,4,2.0,26.69458878997336,5,18.91476821899414,0.7085618874975379,0.8,True,7,29,29,7.779820442199707,12.437049865722656,4.657229423522949,0.5986294231497893,7.779820442199707,18.91476821899414,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,medium_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,19,4,2.0,26.69458878997336,3,21.540950775146484,0.8069407228792896,1.0,True,5,32,32,5.153636932373047,11.71364688873291,6.560009956359863,1.2728894259416208,5.153636932373047,21.540950775146484,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,large_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,20,4,2.0,26.69458878997336,3,24.21464729309082,0.9070994681208944,1.0,True,4,38,38,2.479940891265869,9.180252075195312,6.700311183929443,2.7018027758352394,2.479940891265869,24.21464729309082,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,large_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,21,4,1.0,26.2799103283484,1,1.6976252794265747,0.0645978337907542,1.0,True,9,49,49,24.582284927368164,24.582284927368164,0.0,0.0,24.582284927368164,1.6976252794265747,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,tight,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,22,4,1.0,26.2799103283484,3,4.060257911682129,0.1545004477166076,0.3333333333333333,True,10,45,45,22.21965217590332,22.21965217590332,0.0,0.0,22.21965217590332,4.060257911682129,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,moderate,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,23,4,1.0,26.2799103283484,3,6.727334976196289,0.2559877447123344,0.3333333333333333,True,9,42,42,19.55257606506348,19.55257606506348,0.0,0.0,19.55257606506348,6.727334976196289,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,24,4,1.0,26.2799103283484,5,9.89286994934082,0.3764423023418494,1.0,True,8,1,1,16.387041091918945,18.215112686157227,1.8280715942382808,0.1115559291017931,16.387041091918945,9.89286994934082,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,25,4,1.0,26.2799103283484,5,16.068578720092773,0.6114396327585425,1.0,True,7,10,10,10.211331367492676,16.7032470703125,6.491915702819824,0.6357560507228814,10.211331367492676,16.068578720092773,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,large_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,26,4,1.0,26.2799103283484,5,19.864879608154297,0.755896019429178,1.0,True,7,12,12,6.415030479431152,9.440062522888184,3.0250320434570312,0.4715538068223291,6.415030479431152,19.864879608154297,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,27,4,1.0,26.2799103283484,3,21.82078742980957,0.8303219895796703,1.0,True,5,14,14,4.459123134613037,9.36187744140625,4.902754306793213,1.09948843276755,4.459123134613037,21.82078742980957,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,medium_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,28,4,1.0,26.2799103283484,3,23.78569602966309,0.9050904562640468,1.0,True,4,19,19,2.4942142963409424,7.843499660491943,5.349285364151001,2.1446775331207504,2.4942142963409424,23.78569602966309,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,medium_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,29,4,1.0,31.622571573218085,1,2.9107885360717773,0.0920478124093169,1.0,True,9,47,47,28.711782455444336,28.711782455444336,0.0,0.0,28.711782455444336,2.9107885360717773,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,tight,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,30,4,1.0,31.622571573218085,3,5.399253845214844,0.1707405051709204,0.3333333333333333,True,10,44,44,26.223318099975582,26.223318099975582,0.0,0.0,26.223318099975582,5.399253845214844,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,moderate,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,31,4,1.0,31.622571573218085,3,8.681144714355469,0.2745236798422725,0.6666666666666666,True,9,42,42,22.94142723083496,31.212865829467773,8.271438598632812,0.3605459466582529,22.94142723083496,8.681144714355469,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,large_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,32,4,1.0,31.622571573218085,5,11.964951515197754,0.3783674419866333,1.0,True,8,1,1,19.65761947631836,21.05738639831543,1.3997669219970703,0.0712073465295926,19.65761947631836,11.964951515197754,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,near_tie,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,33,4,1.0,31.622571573218085,5,18.57347297668457,0.5873485947744645,1.0,True,7,26,26,13.04909896850586,19.60897254943848,6.559873580932617,0.5027070142363808,13.04909896850586,18.57347297668457,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,large_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,34,4,1.0,31.622571573218085,5,22.79984664916992,0.7209991317872345,1.0,True,7,28,28,8.822724342346191,13.513630867004396,4.690906524658203,0.5316845843344993,8.822724342346191,22.79984664916992,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,medium_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,35,4,1.0,31.622571573218085,3,25.866853713989254,0.8179870398616321,1.0,True,5,31,31,5.755718231201172,12.48351764678955,6.727799415588379,1.1688896407606704,5.755718231201172,25.866853713989254,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,large_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,1,36,4,1.0,31.622571573218085,3,28.575626373291016,0.9036465079105837,1.0,True,4,37,37,3.0469448566436768,10.049558639526367,7.00261378288269,2.298241061899732,3.0469448566436768,28.575626373291016,True,0.0,False,True,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,False,False,large_gap,False,d3_low_load,False,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,37,4,3.0,19.23410920798034,1,6.986335277557373,0.3632263497109969,1.0,True,7,20,20,12.247774124145508,12.247774124145508,0.0,0.0,12.247774124145508,6.986335277557373,True,0.0,False,True,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,loose,4,0.03023043577458362,low_load,2,False,False,near_tie,False,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,38,4,3.0,19.23410920798034,3,9.549254417419434,0.4964750025157076,1.0,True,8,18,18,9.684854507446287,15.887246131896973,6.202391624450684,0.6404217657252278,9.684854507446287,9.549254417419434,True,0.0,False,True,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,loose,4,0.03023043577458362,low_load,2,False,False,medium_gap,False,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,39,4,3.0,19.23410920798034,5,11.602628707885742,0.6032319242043062,1.0,True,7,0,1,7.6314802169799805,10.49240779876709,2.8609275817871094,0.3748850158088033,10.49240779876709,8.741701126098633,True,2.8609275817871094,True,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,loose,4,0.03023043577458362,low_load,2,False,False,near_tie,True,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,40,4,3.0,19.23410920798034,5,13.36440658569336,0.6948284654715589,0.8,True,6,26,26,5.8697028160095215,10.43710994720459,4.567407131195068,0.7781326030233656,5.8697028160095215,13.36440658569336,True,0.0,False,True,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,loose,4,0.03023043577458362,low_load,2,False,False,medium_gap,False,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,41,4,3.0,19.23410920798034,5,15.413811683654783,0.8013790249906405,1.0,True,5,29,29,3.8202972412109375,6.945601940155029,3.125304698944092,0.818078935123239,3.8202972412109375,15.413811683654783,True,0.0,False,True,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,loose,4,0.03023043577458362,low_load,2,False,False,near_tie,False,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,42,4,3.0,19.23410920798034,3,17.488319396972656,0.9092346938384156,1.0,True,4,32,32,1.7457889318466189,6.325469017028809,4.57968008518219,2.623272493965239,1.7457889318466189,17.488319396972656,True,0.0,False,True,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,loose,4,0.03023043577458362,low_load,2,False,False,medium_gap,False,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,43,4,2.0,20.75468619506793,1,1.0709638595581057,0.0516010625018558,1.0,True,7,5,5,19.6837215423584,19.6837215423584,0.0,0.0,19.6837215423584,1.0709638595581057,True,0.0,False,True,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,tight,4,0.03023043577458362,low_load,2,False,False,near_tie,False,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,44,4,2.0,20.75468619506793,3,4.047117233276367,0.1949977559399626,0.3333333333333333,True,8,2,2,16.707569122314453,16.707569122314453,0.0,0.0,16.707569122314453,4.047117233276367,True,0.0,False,True,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,moderate,4,0.03023043577458362,low_load,2,False,False,near_tie,False,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,45,4,2.0,20.75468619506793,5,6.607658386230469,0.3183694672194413,0.6,True,7,1,1,14.147027969360352,19.39566993713379,5.2486419677734375,0.3710066862906436,14.147027969360352,6.607658386230469,True,0.0,False,True,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,loose,4,0.03023043577458362,low_load,2,False,False,medium_gap,False,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,46,4,2.0,20.75468619506793,5,12.37834644317627,0.5964121223918007,0.8,True,6,26,26,8.37633991241455,11.627178192138672,3.250838279724121,0.3880977030201535,8.37633991241455,12.37834644317627,True,0.0,False,True,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,loose,4,0.03023043577458362,low_load,2,False,False,near_tie,False,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,47,4,2.0,20.75468619506793,5,15.826717376708984,0.7625611501883364,1.0,True,5,28,28,4.927968978881836,8.234186172485352,3.306217193603516,0.6709086862705255,4.927968978881836,15.826717376708984,True,0.0,False,True,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,loose,4,0.03023043577458362,low_load,2,False,False,near_tie,False,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
e3_memory_hubs_rsm_round7_multiheavy_seed312,2,48,4,2.0,20.75468619506793,3,18.342365264892575,0.8837698191385518,1.0,True,4,31,31,2.412320137023926,6.021325588226318,3.6090054512023926,1.4960723478662392,2.412320137023926,18.342365264892575,True,0.0,False,True,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,loose,4,0.03023043577458362,low_load,2,False,False,near_tie,False,d2_low_load,False,2,1.0241090655326843,1.5402005910873413,2.86376428604126,3.2663533687591557,True,6.129856965600496,True,0
